1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,class
3,11,1,2,0,5,0,5,0,2,2,16,1,0,0,0,1,1,0,0,0,0,34,1,10,0,2,4,4,1,12,32,13,0,0,2,0,2,0,0,4,0,0,3,0,1,0,2,3,0,0,3,3,0,8,1,0,1,0,2,1,0,0,1,3,1,0,0,0,0,0,1,1,1,1,1,1,12,2,1,3,0,0,3,0,0,4,0,12,0,0,0,3,0,2,2,1,0,5,0,0,1,0,1,0,0,2,0,9,7,8,1,0,1,2,2,0,4,4,4,3,0,0,0,3,4,0,0,0,9,0,1,12,5,0,2,0,1,5,0,0,1,0,1,0,1,1,0,42,0,0,13,1,4,1,0,1,0,1,0,4,1,0,2,0,7,0,0,0,0,7,0,0,1,0,0,0,0,4,2,1,0,0,1,0,0,1,1,0,3,1,2,0,2,0,1,1,0,0,13,0,6,0,3,0,0,0,0,0,2,1,0,4,5,1,2,0,0,0,5,0,9,41,0,0,0,2,0,0,1,4,0,1,6,0,1,20,0,3,0,2,0,1,0,0,2,0,0,1,2,0,0,2,0,1,F
2,0,1,3,0,7,5,4,0,0,0,19,3,2,1,3,2,2,0,0,1,1,25,0,13,1,0,18,8,3,13,23,27,0,3,2,0,0,5,1,4,0,0,5,2,2,1,0,0,2,0,1,0,1,6,0,1,0,0,3,0,0,0,1,9,0,0,1,1,1,1,5,2,2,4,3,1,9,2,0,0,1,1,5,0,0,4,0,13,2,5,1,1,1,3,1,1,2,2,1,2,7,1,1,1,0,0,0,6,1,8,4,0,0,2,2,0,0,1,8,2,0,4,3,0,4,2,0,3,3,1,2,1,1,2,1,0,0,13,1,11,3,2,2,1,0,0,1,56,1,4,16,3,6,0,2,3,9,1,1,8,0,1,0,2,9,3,0,1,1,1,3,0,0,0,0,0,1,5,0,1,1,0,0,1,0,0,0,3,0,2,0,0,1,0,1,1,0,1,27,0,5,3,1,0,0,0,4,2,1,3,0,5,9,0,1,1,0,1,0,1,0,51,1,1,2,2,0,0,0,3,0,0,2,0,0,24,4,2,0,9,0,0,0,0,1,2,0,2,0,0,1,3,0,2,M
3,4,1,0,0,2,4,2,0,1,3,18,1,2,2,2,2,0,1,0,1,0,30,1,8,0,2,9,9,0,17,29,30,0,1,5,1,0,3,1,0,0,1,6,0,0,1,0,3,0,0,2,0,0,2,1,1,0,0,2,0,0,0,1,3,0,1,4,0,0,1,3,3,0,0,0,0,10,5,0,2,4,1,4,0,0,1,0,17,0,0,0,1,0,3,1,1,4,6,1,3,1,0,0,0,0,2,0,7,6,7,6,2,3,2,1,0,5,1,4,3,0,0,2,2,1,1,0,0,5,0,1,11,2,1,9,0,3,13,1,4,0,0,0,0,1,0,1,35,1,0,16,1,4,0,3,1,3,1,0,9,1,0,1,1,10,1,0,2,3,6,1,0,0,0,1,0,1,4,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,4,25,1,6,2,2,1,0,0,0,0,0,1,0,4,5,2,3,0,0,0,1,3,2,56,0,0,0,5,0,1,0,2,0,4,2,1,0,18,2,1,0,11,0,1,1,0,3,1,0,2,1,0,0,5,0,4,F
0,4,1,2,0,9,1,0,0,1,2,16,0,3,0,1,0,0,1,0,0,0,21,1,3,0,0,7,0,2,8,21,21,2,0,0,0,3,2,1,3,0,0,7,0,0,1,1,0,2,0,2,1,1,3,0,2,5,0,3,0,0,1,4,4,4,0,0,0,0,1,1,0,3,3,2,1,10,0,1,3,0,0,6,0,0,3,4,8,0,2,1,1,1,2,2,1,1,2,0,0,4,2,2,1,0,0,0,4,7,3,1,0,2,0,3,0,0,1,4,1,0,0,0,3,3,1,1,1,10,0,1,14,2,1,5,0,0,2,0,1,1,1,0,0,0,4,0,31,0,1,11,1,1,2,0,3,0,0,0,0,0,3,5,1,2,0,0,0,0,7,0,0,0,1,0,0,0,3,2,0,0,3,2,0,0,1,1,0,1,0,3,0,4,0,0,0,0,1,11,0,5,0,6,0,0,0,0,0,2,3,0,3,4,2,2,0,0,1,1,2,4,45,0,0,0,0,0,0,1,5,0,2,4,0,1,26,0,1,0,9,0,0,1,0,1,0,0,1,2,0,0,1,0,0,M
8,2,1,2,1,1,3,4,0,1,0,7,0,2,1,2,0,0,2,2,1,1,30,0,9,0,2,16,14,1,18,30,23,0,1,4,0,0,16,1,2,0,2,4,0,0,0,0,0,0,0,4,2,0,2,0,0,3,0,1,0,0,0,0,5,1,0,1,1,1,0,1,3,0,1,1,0,1,1,2,0,1,1,1,1,0,2,0,18,0,0,0,2,1,0,0,1,1,8,1,3,3,2,0,0,0,1,1,10,2,3,3,2,0,2,3,0,0,1,8,0,2,0,0,0,2,3,1,2,8,0,2,8,0,1,5,1,0,15,0,3,0,1,1,0,0,0,0,38,0,5,19,2,0,0,3,1,5,0,0,14,0,0,0,0,2,1,1,1,4,2,0,0,0,4,0,0,0,3,0,0,0,1,0,2,1,0,2,5,0,1,0,0,0,0,0,0,1,3,15,1,5,1,1,0,1,0,0,1,1,1,0,3,10,2,1,0,0,1,0,2,0,53,1,4,1,4,0,0,0,6,2,4,1,0,1,19,1,2,0,7,0,1,1,1,5,1,1,1,0,2,0,4,0,0,F
2,3,1,1,0,2,0,1,1,0,0,6,2,1,0,0,0,0,1,1,1,0,21,0,5,0,1,2,3,1,4,19,12,1,0,1,1,0,4,1,2,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,1,1,0,1,0,0,0,0,4,1,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,1,3,0,4,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,2,1,3,1,0,0,2,1,0,1,0,3,0,0,1,0,0,3,0,0,0,3,0,0,3,0,0,1,0,1,6,1,2,0,0,0,0,0,0,0,24,2,0,5,0,1,0,1,2,0,0,0,3,1,0,0,0,4,0,0,0,0,1,1,0,1,1,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,1,6,0,1,0,1,0,1,0,1,0,1,3,0,3,3,0,2,0,0,0,0,1,3,22,0,0,0,1,0,0,1,2,0,3,2,0,0,8,0,0,1,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,M
4,10,1,2,0,8,1,9,1,1,0,15,0,4,0,0,0,3,0,0,4,3,43,0,17,0,3,13,18,3,20,38,18,0,2,1,1,0,1,2,0,0,4,10,0,3,0,0,5,0,2,4,0,0,1,0,0,0,0,3,1,0,0,2,2,0,0,0,0,1,0,1,0,1,0,3,0,8,6,0,3,0,1,3,1,0,0,1,20,0,0,1,1,0,3,0,0,2,5,4,2,5,1,1,1,0,0,3,6,0,1,5,2,0,2,3,0,7,0,11,1,0,1,0,3,0,0,1,0,4,1,2,1,2,1,1,1,0,23,0,7,2,4,0,0,1,2,3,54,0,2,19,4,3,1,2,3,0,1,0,18,2,0,0,1,12,2,0,0,4,0,0,0,0,2,1,1,0,0,1,1,2,2,2,0,1,2,1,0,1,2,1,0,3,0,0,1,0,0,24,0,11,1,3,1,0,0,1,2,0,4,0,0,16,0,2,0,0,2,0,0,10,52,0,5,1,1,0,0,0,12,1,2,4,0,0,26,0,1,0,7,0,0,2,0,2,1,6,1,1,3,0,1,0,4,F
0,2,2,0,0,6,3,5,1,3,0,13,0,0,0,0,0,2,2,2,1,2,11,0,10,0,1,2,2,0,5,10,4,0,3,2,2,1,6,0,0,2,0,2,1,1,2,1,1,0,2,1,0,1,1,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,4,0,1,0,0,0,8,1,0,1,0,0,4,0,0,1,1,5,0,1,1,0,1,1,1,2,1,1,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,3,2,0,0,2,1,1,0,0,0,2,1,1,1,2,0,4,0,0,5,1,7,0,0,0,1,0,1,1,37,0,0,6,0,2,0,0,0,0,0,0,2,2,1,0,0,7,3,2,0,0,0,2,0,0,1,0,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,18,0,6,2,4,1,1,0,0,0,0,0,0,1,4,0,1,1,0,0,1,1,2,25,0,0,1,2,1,0,0,4,1,0,2,1,0,14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,F
3,6,0,1,1,12,3,5,2,1,3,27,0,4,0,0,3,2,3,0,1,3,38,1,11,0,1,10,9,4,21,36,23,1,6,1,1,1,18,2,2,1,1,7,0,1,1,1,2,0,1,1,1,1,0,1,0,1,0,0,0,0,1,3,13,0,1,0,4,1,1,0,2,6,0,4,0,16,1,2,2,0,0,10,2,0,0,0,21,0,5,0,2,1,2,1,0,2,7,6,2,2,1,1,0,2,1,5,8,5,0,2,1,1,1,5,0,6,0,7,3,0,4,2,2,0,3,0,0,7,0,5,11,2,4,4,3,1,12,1,14,1,2,0,2,1,3,2,71,0,1,25,3,5,1,2,5,0,0,3,9,0,3,0,1,10,6,3,0,6,5,0,0,1,7,0,1,0,0,1,0,0,1,0,6,1,2,0,3,0,2,2,1,1,0,0,1,3,0,25,0,9,1,9,1,0,0,4,0,0,5,2,0,9,3,5,4,0,0,2,0,4,57,0,0,0,1,0,0,0,2,6,2,3,2,0,33,0,3,0,8,0,1,2,0,3,0,2,0,1,0,2,1,1,3,F
2,2,0,2,0,9,0,4,2,0,2,20,1,4,0,0,1,1,1,0,3,1,25,0,12,0,4,11,11,0,17,24,16,0,2,3,2,0,2,1,2,0,3,5,0,1,1,1,1,3,1,5,2,1,1,0,0,1,0,4,0,0,0,5,9,1,1,0,0,0,0,0,0,1,1,0,1,11,3,2,1,0,0,9,2,0,0,1,17,0,3,0,1,1,0,0,0,1,5,3,0,6,0,0,0,2,0,1,6,4,1,2,3,2,3,2,0,1,0,4,0,0,5,1,1,0,0,0,0,5,2,1,5,2,2,6,2,0,15,2,7,1,2,1,3,0,3,0,68,1,4,16,3,9,1,0,1,4,0,0,11,2,1,1,0,7,2,0,0,3,4,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,4,0,1,2,22,0,10,0,6,1,0,0,5,0,2,1,2,0,5,0,0,0,0,3,2,2,2,45,0,1,0,3,0,0,2,8,1,0,3,1,0,28,1,1,0,4,0,0,0,0,3,1,0,1,0,0,0,3,0,2,F
2,3,1,1,1,9,1,8,0,0,0,18,2,2,2,5,0,1,2,2,2,2,16,0,21,0,1,13,5,0,6,16,13,0,0,0,0,1,6,0,2,0,2,6,1,0,1,1,0,1,0,1,0,0,3,0,1,1,0,4,0,0,0,2,8,1,0,2,0,0,1,2,1,1,0,0,1,9,1,1,2,2,1,4,0,2,2,0,6,1,1,0,0,2,1,1,1,1,2,2,1,6,1,1,0,1,2,0,2,1,5,3,3,2,0,1,1,0,0,2,3,0,0,2,0,2,0,0,2,2,0,0,2,3,1,4,1,0,11,0,4,1,1,0,2,0,1,1,48,0,0,10,2,2,0,1,0,2,1,0,5,2,1,1,1,7,0,1,2,1,1,2,0,0,1,0,1,1,4,0,0,2,1,0,2,1,2,0,2,0,1,1,0,1,0,0,2,1,0,28,2,11,1,3,0,0,2,0,1,1,0,1,4,3,1,1,0,0,0,2,1,1,31,1,0,5,0,0,0,0,3,0,2,3,0,0,34,2,0,2,6,0,3,0,2,1,1,0,1,0,0,0,0,0,1,M
1,6,0,4,0,9,1,12,0,0,1,14,2,2,1,0,1,1,1,0,2,2,25,0,22,0,2,6,7,1,14,24,24,1,1,3,3,1,1,2,5,0,2,8,1,1,3,0,1,3,2,2,1,0,0,0,1,1,0,5,0,0,0,1,6,0,0,1,0,1,0,0,1,0,2,1,3,8,3,4,5,1,0,3,0,0,0,2,14,0,3,2,0,3,2,1,0,2,3,2,2,3,2,0,2,0,0,2,3,5,1,2,1,2,0,2,1,1,2,3,2,0,2,1,5,0,0,1,1,8,1,2,8,3,3,14,0,1,12,1,7,3,0,1,1,0,0,0,55,1,0,13,2,3,2,2,1,3,0,0,7,1,0,2,1,7,1,0,1,5,5,1,0,2,1,1,1,1,1,2,0,0,0,0,0,0,1,3,0,1,0,0,1,3,0,0,0,0,2,28,0,13,1,2,2,0,0,5,4,3,1,1,1,4,2,1,0,0,0,2,3,6,60,1,3,2,3,0,0,0,6,1,0,3,0,0,35,0,0,0,9,0,0,0,1,0,2,0,0,2,2,0,5,0,1,F
1,3,3,1,2,12,0,7,0,0,1,20,2,3,0,4,1,1,27,27,2,4,29,0,13,0,1,13,7,4,18,27,27,2,3,1,3,1,65,1,1,0,0,6,0,1,1,0,1,1,4,1,0,1,1,0,0,4,0,8,0,0,0,2,11,1,0,0,2,1,0,3,3,2,3,4,1,12,1,0,2,0,4,6,2,4,0,0,18,3,3,0,0,0,1,1,0,0,3,6,1,2,0,0,0,1,0,1,4,7,3,1,2,1,0,2,1,2,1,5,1,0,4,0,2,0,0,0,1,3,0,1,10,2,3,2,2,0,9,1,10,1,3,1,0,0,1,0,107,0,0,17,5,4,0,1,4,2,3,3,7,1,1,4,2,6,3,0,0,5,7,1,1,0,3,4,1,0,0,0,0,0,1,0,7,0,2,1,4,1,0,0,0,0,0,0,3,3,1,24,0,10,0,3,3,12,0,4,3,1,5,2,0,7,1,2,1,0,0,1,2,3,52,2,1,1,1,0,1,1,5,2,2,3,0,0,43,0,0,4,11,1,0,0,2,5,0,1,1,0,1,1,1,2,0,M
0,3,4,0,0,2,2,3,1,0,0,8,0,1,0,0,1,2,0,0,1,2,9,1,11,0,0,4,1,0,1,7,8,0,0,0,0,0,0,1,0,0,1,3,1,2,0,1,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,4,0,0,1,0,0,3,2,0,2,0,2,2,0,0,2,0,1,0,0,1,0,1,2,1,2,0,0,2,0,2,2,0,1,0,0,0,0,0,5,1,0,1,0,1,0,1,0,5,0,0,0,2,1,2,0,0,0,4,2,0,0,0,0,2,0,0,3,0,3,0,0,1,1,0,0,0,23,0,0,5,0,3,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,15,1,4,0,2,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,0,0,2,22,0,0,1,0,0,0,0,1,0,1,2,0,2,9,1,1,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,2,M
0,3,0,0,0,1,0,4,0,0,2,4,0,0,0,0,1,0,0,0,0,0,5,0,4,0,1,1,0,0,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,10,0,1,0,0,0,0,1,1,0,1,3,0,0,5,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,F
0,4,1,1,0,2,1,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,15,0,5,0,0,0,2,1,3,12,9,1,0,0,2,1,3,0,1,0,0,4,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,3,0,0,1,0,0,1,1,3,0,1,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,4,1,0,1,0,3,1,0,0,1,4,0,0,4,0,0,0,0,1,2,0,1,1,0,0,0,1,0,1,25,0,0,10,0,2,0,1,2,0,1,0,2,2,0,1,0,3,0,0,0,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,8,0,0,1,0,2,0,0,1,0,1,2,0,1,4,0,0,0,0,0,0,0,4,19,0,0,0,0,1,0,0,3,1,3,2,1,1,15,0,1,0,2,0,0,2,0,1,0,1,0,0,0,0,0,1,2,F
0,1,0,1,0,2,3,4,1,2,0,4,0,0,0,1,2,0,0,0,2,1,8,0,9,0,0,4,0,0,3,7,10,1,1,0,0,5,7,0,2,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,1,4,0,1,7,0,1,0,0,0,0,0,5,1,1,0,1,0,0,0,21,0,0,5,1,2,0,0,0,1,0,0,0,0,0,2,2,4,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,2,0,13,2,4,2,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,0,1,0,7,2,0,10,0,1,0,1,1,4,0,0,1,3,0,0,0,0,0,0,1,1,M
0,1,1,1,0,2,0,4,0,0,0,4,1,2,1,0,1,0,0,0,2,2,7,0,5,0,0,2,2,0,2,7,7,0,0,0,0,0,0,1,1,0,2,5,0,0,2,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,2,0,0,1,0,1,1,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,12,0,3,0,0,0,0,0,3,0,0,2,0,0,13,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,M
0,0,0,2,0,4,1,3,0,1,0,10,0,1,0,2,1,2,0,0,2,1,6,0,4,0,0,9,2,0,5,6,10,2,3,1,0,0,0,0,3,0,1,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,2,0,1,4,0,2,6,1,0,0,1,0,4,0,0,0,1,5,0,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,1,5,0,0,0,0,2,0,0,0,6,0,6,2,1,2,0,0,1,0,34,0,0,7,2,2,0,0,0,0,0,0,2,1,1,0,0,5,3,1,0,0,0,2,0,0,2,0,0,1,0,0,2,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,12,0,5,1,3,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,2,0,27,0,0,0,1,0,1,0,6,0,1,2,0,0,17,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,2,0,2,F
0,1,0,0,1,6,2,4,4,1,0,9,0,0,0,1,1,0,4,3,3,1,2,0,9,0,0,4,0,0,1,2,3,0,1,0,0,0,14,0,0,1,0,1,2,0,0,0,0,2,2,0,0,1,0,1,0,1,0,3,0,0,1,1,7,0,1,0,2,0,0,0,2,2,0,0,0,5,1,7,1,0,0,3,0,2,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,12,0,0,0,1,0,1,2,35,0,0,6,0,1,0,0,0,2,1,3,0,2,2,0,0,5,1,1,0,3,0,2,0,0,2,1,0,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,4,1,1,2,0,14,2,5,2,3,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,2,0,4,1,0,17,0,0,2,1,0,2,0,1,0,0,0,0,0,0,2,0,0,2,F
0,4,1,1,1,3,1,2,0,0,1,5,0,0,0,0,0,3,6,4,1,0,12,0,8,0,1,4,0,0,6,11,3,0,0,0,2,0,17,0,1,0,0,1,0,2,0,0,1,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,3,0,1,3,1,1,0,0,0,0,0,2,0,1,6,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,1,1,1,2,0,7,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,1,0,1,1,1,3,3,1,0,1,40,0,0,4,1,4,0,0,0,0,0,3,0,1,0,1,0,7,0,0,0,4,6,1,0,0,0,1,1,1,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,1,0,10,1,2,0,0,1,1,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,3,19,0,0,0,0,1,0,0,1,0,1,1,2,1,9,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,2,2,F
0,5,0,0,0,5,0,1,0,0,1,8,0,1,0,1,0,1,2,1,0,0,12,2,5,0,0,9,0,1,5,11,6,1,0,0,0,1,4,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,1,0,7,1,0,5,0,1,2,0,0,0,0,5,1,0,0,0,2,0,0,0,0,1,2,0,5,1,1,0,0,1,0,1,5,0,0,0,1,1,3,1,1,1,1,2,0,0,0,4,0,0,0,0,2,0,2,8,0,0,2,0,1,0,3,0,0,0,0,0,0,2,0,31,0,1,5,0,5,2,0,1,0,0,0,0,1,1,1,1,5,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,1,0,7,0,3,0,2,0,0,1,0,0,0,1,0,0,2,2,1,0,0,1,0,1,4,13,0,0,1,0,0,0,0,2,0,0,1,0,0,13,0,0,0,2,0,1,0,1,2,0,0,0,2,0,0,0,0,0,M
1,1,0,1,0,6,2,6,1,3,1,2,0,2,0,0,1,0,0,0,0,4,13,0,12,0,2,2,1,1,8,13,11,0,4,0,1,1,2,2,1,3,0,2,1,0,0,2,2,1,1,2,2,0,1,0,1,2,0,4,0,0,0,0,1,2,0,2,0,1,0,0,2,0,0,1,0,0,1,1,0,2,2,0,0,0,0,2,8,0,1,0,0,0,1,1,0,0,3,4,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,1,6,0,1,5,0,3,2,0,2,1,0,7,0,0,0,1,0,0,0,22,0,0,12,0,1,0,0,1,0,0,0,1,2,0,0,2,6,4,1,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,2,2,0,0,1,0,1,0,19,0,7,1,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,25,0,3,0,0,0,0,1,5,1,1,1,0,0,13,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,1,2,F
0,4,1,2,1,10,3,5,0,1,1,12,0,2,0,0,0,2,5,5,0,2,17,0,9,0,0,2,0,0,7,15,10,1,0,0,0,0,18,0,2,1,0,6,0,0,0,0,0,1,0,1,4,0,1,1,2,1,0,2,0,0,1,1,4,1,1,0,2,0,1,1,1,2,0,0,1,8,0,0,3,0,0,3,0,1,1,0,7,0,2,0,0,2,0,4,0,0,1,2,0,0,1,0,0,0,2,1,2,5,1,1,0,1,2,1,1,0,1,1,3,0,0,0,1,1,1,1,0,7,0,1,11,2,0,2,0,1,1,0,0,1,1,0,1,0,1,0,47,0,0,5,2,3,0,0,0,2,2,1,0,3,1,1,0,5,0,0,0,1,5,2,0,0,1,0,3,1,1,3,0,0,0,0,2,0,1,4,0,0,0,0,1,4,0,0,2,0,0,15,0,8,0,2,0,3,1,0,0,2,0,0,1,6,1,1,1,0,0,1,1,1,25,0,1,0,0,0,0,0,3,1,0,0,2,0,24,1,0,1,3,2,0,0,0,0,0,0,0,1,1,0,0,1,0,F
0,4,1,0,0,2,0,1,0,1,0,12,0,2,0,2,0,1,0,0,1,0,17,0,5,0,0,4,2,0,4,16,13,0,2,0,2,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,3,0,1,3,0,2,0,0,0,3,1,3,0,1,0,1,1,2,1,0,0,0,0,3,0,0,1,1,1,5,0,0,3,0,4,1,0,0,1,2,2,1,1,0,0,1,1,1,3,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,2,0,0,0,0,3,1,0,3,7,0,0,0,2,2,0,0,0,2,0,4,0,1,0,0,0,3,0,10,0,0,4,1,0,0,1,2,0,0,0,2,3,0,0,0,5,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,0,3,0,0,0,0,1,0,3,0,3,4,0,2,0,0,0,0,2,0,21,0,0,0,0,0,1,1,0,0,2,1,0,0,16,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,F
0,0,1,0,0,2,1,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,1,0,0,0,1,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,3,1,1,0,3,0,0,1,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,4,0,0,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,1,21,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,2,0,0,2,3,1,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,F
